hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1434933601,false,1,0,62,4
1131050515,1434933551,false,1,0,5,1
0601160016,,true,6,0,26,0
0439010518,1434931508,false,0,0,20,1
1101020018,1434934800,false,4,0,1,1
1434020015,1434933452,false,2,0,18,0
1142120001,1434933601,true,6,4,62,0
0936060016,1434933389,false,3,0,4,1
1145010010,1434932340,false,0,0,28,0
0401180014,1434931508,false,2,10,93,3
1101150011,1434933000,false,0,3,32,0
1302050014,1434933587,true,5,27,86,4
1317040011,1434933602,false,4,0,8,0
1301200010,1434933600,false,0,0,21,2
1536030075,1434933540,false,0,0,2,0
1137010024,1434933597,false,0,0,46,0
0617060018,1434933602,false,1,0,46,3
0936050029,1434933540,false,1,0,10,0
0421040011,1434933602,false,6,0,29,3
1331040513,1434933601,false,2,0,14,1
0943030019,1434933600,false,1,0,7,0
0501110514,,false,0,0,3,0
1131100010,1434933600,false,0,0,15,0
0602030026,1434933300,true,1,29,57,0
1132070011,1434933601,true,3,30,189,2
1111060015,1434933601,false,4,0,17,2
1142100017,1434933601,true,1,106,127,7
1140010510,1434933601,false,1,0,21,2
0937010019,1434933604,false,0,0,17,0
1131010011,1434933600,true,6,35,85,1
1141090512,,false,6,0,18,0
1105050012,,false,1,0,27,0
1141310019,,false,4,0,64,7
1122010012,1434933603,false,4,0,27,2
1101100011,1434933720,false,4,0,26,1
