hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1439131202,false,0,0,0,0
1434020015,1439131055,false,1,0,2,0
0601160016,,false,4,0,17,1
1101020018,1439132400,true,3,8,12,2
1131050515,1439131204,false,5,0,6,0
0401180014,1439129102,true,5,10,89,0
1101150011,1439130600,false,12,29,35,0
0936060016,1439131200,false,3,0,1,0
1145010010,1439129940,false,3,0,18,0
1122010012,1439131174,false,12,0,31,3
1317040011,1439131208,false,7,0,4,0
1131010011,1439131200,true,10,32,53,0
1301200010,1439131140,false,3,0,11,1
0439010518,1439129102,false,1,0,20,0
0602030026,1439130900,true,7,5,29,0
0501110514,,false,5,0,5,4
1142120001,1439131208,false,4,0,48,0
0936050029,1439131200,false,0,0,3,0
1536030075,1439131200,false,3,0,6,1
1302050014,1439131199,false,4,7,57,1
1331040513,1439131207,false,5,0,12,0
1137010024,1439131206,false,0,0,14,0
1111060015,1439131207,false,3,0,17,0
0617060018,1439131208,false,1,0,23,2
0943030019,1439131200,true,1,0,9,0
1132070011,1439131208,false,5,0,127,0
1140010510,1439131208,false,0,0,15,0
1142100017,1439131208,false,1,0,78,1
0421040011,1439131224,true,4,6,27,1
0937010019,1439131251,false,0,0,2,0
1101100011,1439131320,false,1,3,41,1
