hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1434800402,false,1,0,30,2
1101150011,1434799800,false,8,0,19,0
1131050515,1434800343,false,15,0,3,0
1434020015,1434800253,false,6,0,0,0
0439010518,1434798302,false,0,0,11,0
1142120001,1434800402,false,8,0,22,0
0601160016,,false,4,0,14,1
1101020018,1434801600,false,3,0,2,2
0936060016,1434800355,false,1,0,0,0
0401180014,1434798302,false,9,0,92,4
1145010010,1434799140,false,0,0,11,0
1302050014,1434800385,false,6,10,50,5
1301200010,1434800340,false,9,0,6,0
1131010011,1434800400,false,10,30,57,1
0936050029,1434800340,false,1,0,1,0
0501110514,,false,4,0,3,0
1137010024,1434800401,false,0,0,25,0
1331040513,1434800402,false,5,0,5,0
1536030075,1434800340,false,2,0,0,0
0617060018,1434800403,false,0,0,29,3
0943030019,1434800400,false,1,0,6,0
1131100010,1434800400,false,3,0,4,0
0421040011,1434800403,false,5,0,10,2
1132070011,1434800402,false,4,0,115,1
1111060015,1434800402,false,1,0,5,0
1142100017,1434800402,true,2,130,82,5
1140010510,1434800402,false,0,0,3,2
0602030026,1434800100,false,1,0,37,1
1317040011,1434800406,false,6,0,10,0
0937010019,1434800404,false,0,0,8,0
1122010012,1434800383,false,15,0,20,2
1141310019,,false,13,0,15,0
1141090512,,false,2,0,6,0
1105050012,,false,2,0,10,0
1101100011,1434800520,false,2,0,21,1
