hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1438963202,false,0,0,0,0
1434020015,1438963115,false,0,0,2,0
1101020018,1438876800,false,1,0,9,0
1101150011,1438963207,false,0,0,0,0
0601160016,,false,1,0,8,0
0936060016,1438963200,false,0,0,1,0
0401180014,1438959902,false,0,10,66,1
1131010011,1438963200,false,1,26,64,1
1145010010,1438962540,false,0,0,8,0
1122010012,1438963186,false,6,0,22,0
0439010518,1438959902,false,1,0,15,1
1317040011,1438963207,false,0,0,5,0
1301200010,1438963140,false,2,0,5,0
0602030026,1438962300,true,3,0,40,1
1302050014,1438963196,true,5,0,50,1
0936050029,1438963200,false,0,0,2,0
1331040513,1438963207,false,0,0,12,0
0501110514,,false,2,0,2,3
1131050515,1438963143,false,0,0,1,0
1137010024,1438963195,false,0,0,19,1
1142120001,1438963208,false,3,0,33,1
1536030075,1438963200,false,1,0,0,0
0943030019,1438963200,true,0,0,1,0
0617060018,1438963208,false,0,0,27,0
1111060015,1438963207,false,0,0,15,0
1105050012,,false,0,0,0,0
1141090512,,false,0,0,8,0
1141310019,,false,0,0,46,0
0937010019,1438963209,false,0,0,3,0
1142100017,1438963208,false,1,0,75,1
1140010510,1438963208,false,0,0,8,0
1132070011,1438963208,false,1,0,79,1
0421040011,1438963226,false,5,0,27,0
1101100011,1438963320,false,3,0,23,0
