hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1429352401,false,5,0,9,0
1131050515,1429352343,false,5,0,5,0
1101020018,1429353000,false,0,0,4,1
0601160016,,false,5,0,14,0
0936060016,1429352370,false,1,0,0,0
1142120001,1429352401,false,2,0,15,0
0439010518,1429351508,false,0,0,6,0
1145010010,1429350540,false,0,0,15,0
0401180014,1429351506,false,8,0,90,1
1122010012,1429352361,false,8,0,15,4
1302050014,1429352393,false,3,0,28,3
1434020015,1429352238,false,5,0,1,0
1317040011,1429352402,false,1,0,3,0
1301200010,1429352400,false,5,0,20,0
1536030075,1429352400,false,0,0,3,0
0936050029,1429352400,false,0,0,0,0
1331040513,1429352401,false,5,0,4,0
0501110514,,false,2,0,4,0
0943030019,1429352400,false,0,0,0,0
1137010024,1429352400,false,0,0,2,0
0617060018,1429352402,false,2,0,36,4
1101150011,1429351800,false,7,0,8,0
0421040011,1429352402,false,1,0,19,2
1132070011,1429352402,false,1,0,128,1
1111060015,1429352402,false,0,0,1,0
0602030026,1429352100,true,1,16,66,0
1131010011,1429352400,false,7,22,28,0
1142100017,1429352402,false,0,0,72,3
0937010019,1429352403,false,0,0,8,0
1140010510,1429352402,false,0,0,8,2
1141310019,,false,4,0,18,0
1105050012,,false,0,0,1,0
1141090512,,false,5,0,3,0
1101100011,1429352580,false,4,48,40,0
