hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1439470802,false,0,0,0,0
1434020015,1439470714,false,0,0,1,0
1101020018,1439470800,false,1,0,17,2
0601160016,,false,5,0,14,0
1131050515,1439470805,false,2,0,0,0
0936060016,1439470800,false,3,0,1,0
1145010010,1439374920,false,0,0,15,0
0401180014,1439467502,false,2,0,68,3
1101150011,1439470200,false,2,0,35,0
0439010518,1439467502,false,3,0,15,0
1122010012,1439470792,false,1,0,31,2
0602030026,1439470502,false,2,0,37,0
1142120001,1439470808,false,9,0,58,0
1317040011,1439470808,false,11,0,17,1
1131010011,1439470800,false,3,28,65,0
1301200010,1439470740,false,1,0,12,0
0501110514,,false,2,0,9,0
1302050014,1439470794,true,4,21,67,0
0936050029,1439470800,false,0,0,7,0
1137010024,1439470799,false,0,0,25,0
1331040513,1439470808,false,6,3,26,0
1536030075,1439470800,false,1,0,2,0
0617060018,1439470809,false,3,0,36,1
1111060015,1439470807,false,1,0,10,0
0943030019,1439470800,true,0,0,0,0
1132070011,1439470808,false,0,0,103,0
1142100017,1439470808,false,1,0,75,1
1140010510,1439470808,false,1,0,14,0
0937010019,1439470811,false,0,0,5,0
1141090512,,false,9,0,7,0
1105050012,,false,0,0,7,0
1141310019,,false,10,0,24,0
0421040011,1439470823,true,7,25,43,2
1101100011,1439470860,false,6,0,33,0
