hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1431754801,false,1,0,31,5
1131050515,1431754747,false,7,0,0,0
0601160016,,true,7,0,32,0
1101020018,1431756000,false,1,0,12,2
0439010518,1431752717,false,0,0,17,0
0936060016,1431754658,false,1,0,0,0
1434020015,1431754655,false,0,0,3,0
0401180014,1431752717,false,1,5,89,7
1101150011,1431754200,true,1,15,31,0
1145010010,1431752940,true,0,0,23,0
1142120001,1431754802,false,3,0,4,0
1122010012,1431754692,null,5,0,18,5
1302050014,1431754802,false,3,6,49,2
1317040011,1431754802,false,0,0,10,0
1301200010,1431754800,false,4,0,25,0
0501110514,,false,1,0,8,1
0936050029,1431754800,false,1,0,0,0
1331040513,1431754801,false,1,0,6,0
1536030075,1431754800,false,0,0,1,0
0617060018,1431754802,false,3,0,29,2
1137010024,1431754801,false,0,0,13,0
0421040011,1431754802,true,4,6,23,6
0943030019,1431754800,false,1,0,2,0
1131010011,1431754800,false,5,25,40,1
1132070011,1431754801,true,7,81,182,1
1111060015,1431754801,false,0,0,12,0
0602030026,1431754500,true,0,0,27,2
1142100017,1431754801,true,0,93,65,1
0937010019,1431754803,false,0,0,4,0
1140010510,1431754801,false,0,0,16,0
1141310019,,false,5,0,24,0
1105050012,,false,0,0,0,0
1141090512,,false,2,0,6,0
1101100011,1431754920,false,2,52,31,0
