hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1438809602,false,0,0,0,0
1101020018,1438810200,false,0,0,4,0
0601160016,,false,1,0,23,0
1434020015,1438809571,false,3,0,5,0
0936060016,1438809600,false,1,0,0,0
1145010010,1438807740,false,3,0,18,0
0401180014,1438808702,false,1,10,87,2
1101150011,1438809000,false,1,5,40,1
1131050515,1438809602,false,1,0,3,0
1301200010,1438809540,false,1,0,22,1
1122010012,1438809571,false,1,0,28,0
0439010518,1438808702,false,0,0,14,0
1142120001,1438809607,true,2,1,76,0
0602030026,1438809303,true,0,16,54,1
1131010011,1438809600,false,2,22,70,0
1302050014,1438809593,true,0,3,80,0
1317040011,1438809607,false,2,0,2,0
1331040513,1438809606,false,2,7,27,0
0936050029,1438809600,false,0,0,7,0
1137010024,1438809598,false,0,0,42,0
1536030075,1438809600,false,0,0,4,0
1111060015,1438809607,false,0,0,9,0
0617060018,1438809608,false,0,0,44,0
0943030019,1438809600,true,0,0,5,0
0501110514,,false,0,0,3,2
1132070011,1438809608,false,1,0,145,1
1140010510,1438809608,false,0,0,17,1
1142100017,1438809608,false,1,0,107,1
0937010019,1438809609,false,0,0,10,0
1141310019,,false,4,0,50,1
1105050012,,false,2,0,1,0
1141090512,,false,0,0,31,0
0421040011,1438809623,true,4,20,54,2
