hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1435774802,false,1,0,58,6
1131050515,1435774745,false,1,0,9,0
0601160016,,false,0,0,22,0
1101020018,1435775400,false,1,0,3,1
0439010518,1435773903,false,0,0,25,0
1142120001,1435774802,true,2,4,87,0
0936060016,1435774693,false,0,0,0,0
1145010010,1435772940,true,0,0,30,0
0401180014,1435773902,false,1,0,66,2
1434020015,1435774776,false,1,0,11,0
1536030075,1435774800,false,0,0,0,0
1301200010,1435774800,false,0,0,20,1
1131010011,1435774800,false,2,36,65,0
1101150011,1435774200,false,0,1,28,0
0936050029,1435774800,false,0,0,4,0
1137010024,1435774794,false,0,0,33,1
1331040513,1435774802,false,1,0,16,0
0617060018,1435774802,false,3,0,29,1
1302050014,1435774787,true,2,26,93,1
1317040011,1435774802,false,0,0,5,0
0943030019,1435774800,true,0,0,7,0
0421040011,1435774803,true,3,0,31,0
0501110514,,false,0,0,11,3
1131100010,1435774800,false,0,0,14,0
1132070011,1435774802,false,1,0,111,0
1111060015,1435774802,false,0,0,34,1
0602030026,1435774500,true,0,18,60,1
1142100017,1435774802,false,1,0,154,2
1140010510,1435774802,false,0,10,36,0
0937010019,1435774804,false,0,0,3,0
1141090512,,false,1,0,13,0
1105050012,,false,0,0,5,0
1141310019,,false,1,0,41,2
1122010012,1435774753,false,0,0,27,0
1101100011,1435774920,false,2,0,20,0
