hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1131050515,1434741546,false,0,0,3,0
1317050017,1434741602,false,0,0,46,1
1101020018,1434742200,false,0,0,2,1
0936060016,1434741552,false,0,0,0,0
0601160016,,false,0,0,18,1
0602030026,1434741301,true,4,19,40,0
1145010010,1434739740,false,2,0,9,0
0439010518,1434740708,false,0,0,10,0
0401180014,1434740708,true,1,6,107,2
1434020015,1434741573,false,0,0,5,0
1101150011,1434741000,false,3,0,25,0
0501110514,,false,0,0,2,0
1301200010,1434741540,false,0,0,7,1
1131010011,1434741600,false,0,29,58,2
0936050029,1434741540,false,0,0,0,0
1142120001,1434741602,false,2,0,28,0
0617060018,1434741602,false,0,0,37,3
1137010024,1434741602,false,0,0,21,0
1536030075,1434741540,false,1,0,1,0
1331040513,1434741602,false,0,0,11,0
0943030019,1434741600,false,0,0,3,0
0421040011,1434741603,true,3,0,14,3
1131100010,1434741600,false,2,0,9,0
1317040011,1434741604,false,2,0,5,0
1142100017,1434741603,true,0,109,102,3
1132070011,1434741602,false,4,0,112,2
1111060015,1434741602,false,0,0,7,0
0937010019,1434741605,false,0,0,10,0
1140010510,1434741602,false,0,0,16,1
1141090512,,false,0,0,13,0
1141310019,,false,2,0,19,0
1105050012,,false,0,0,7,0
1302050014,1434741586,false,0,1,66,7
1122010012,1434741477,false,3,0,19,2
1101100011,1434741720,false,2,0,28,0
