hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1434307203,false,0,0,75,7
1131050515,1434307143,false,3,0,10,0
1101150011,1434306600,true,2,0,33,0
1101020018,1434308400,false,1,0,2,0
0936060016,1434307100,false,2,0,1,0
0601160016,,false,0,0,28,0
1142120001,1434307202,true,4,5,71,1
1302050014,1434307193,true,3,25,87,6
1145010010,1434305940,true,0,0,59,3
0501110514,,false,1,0,1,1
0439010518,1434305103,false,0,0,15,1
0401180014,1434305103,false,0,15,94,5
1301200010,1434307200,false,3,0,35,0
1317040011,1434307202,false,0,0,9,0
1122010012,1434306911,false,0,0,23,2
1434020015,1434307052,false,0,0,8,0
0936050029,1434307140,false,0,0,2,0
1137010024,1434307198,false,0,0,46,0
1536030075,1434307140,false,0,0,2,1
1331040513,1434307202,false,3,0,11,1
0617060018,1434307203,false,0,0,36,4
1131010011,1434307200,false,3,31,51,1
0943030019,1434307200,false,1,0,6,0
0421040011,1434307203,true,5,1,22,2
1132070011,1434307202,true,11,7,187,1
1111060015,1434307202,false,0,0,14,0
1142100017,1434307202,true,2,101,153,4
0602030026,1434306900,true,2,24,51,1
1140010510,1434307202,false,3,0,13,2
1131100010,1434307200,false,0,0,10,0
0937010019,1434307205,false,0,0,3,0
1105050012,,false,0,0,27,0
1141310019,,false,5,0,45,8
1141090512,,false,0,0,18,0
1101100011,1434307320,false,2,0,38,0
