hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1443352809,false,0,0,36,5
1101020018,1443353400,false,1,0,5,3
1131050515,1443352742,false,3,0,0,0
1101150011,1443352200,false,3,0,6,0
1434020015,1443352772,false,4,0,0,0
1142120001,1443352802,false,1,0,17,0
0602030026,1443352500,false,2,0,31,0
0601160016,,false,4,0,3,0
1145010010,1443350880,false,1,0,7,0
0936050029,1443352800,false,2,0,2,1
0936060016,1443352800,false,7,0,0,0
0401180014,1443351905,true,0,0,84,2
1122010012,1443352656,false,6,0,14,2
0439010518,1443351905,false,7,0,9,0
1317040011,1443352802,false,5,0,1,0
1536030075,1443352800,false,1,0,1,0
0617060018,1443352802,false,2,0,29,0
0501110514,,false,2,0,4,0
1131010011,1443352800,false,15,32,44,0
1301200010,1443352800,false,6,0,3,0
1137010024,1443352799,false,0,0,24,0
1331040513,1443352802,false,7,4,7,3
1132070011,1443352802,false,10,0,43,1
1111060015,1443352802,false,2,0,1,0
1302050014,1443352793,true,0,0,0,0
1140010510,1443352802,false,1,0,3,0
0937010019,1443352804,false,0,0,4,0
1142100017,1443352802,false,10,0,39,3
0421040011,1443352809,false,9,2,29,3
0943030019,1443352800,false,1,0,3,0
1141310019,,false,7,0,12,0
1141090512,,false,15,0,4,0
1105050012,,false,1,0,0,0
