hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1439404802,false,0,0,0,0
1101020018,1439406000,false,1,0,9,3
0601160016,,false,0,0,18,0
1434020015,1439404653,false,0,0,2,0
0401180014,1439402702,false,2,0,95,3
1145010010,1439374920,false,0,0,15,0
0936060016,1439404800,false,1,0,0,0
1131050515,1439404806,false,0,0,4,0
1101150011,1439404200,true,1,4,40,0
1122010012,1439404797,false,0,0,35,3
1301200010,1439404740,false,1,0,9,0
1142120001,1439404808,true,3,14,82,0
0439010518,1439402703,false,0,0,18,0
0602030026,1439404500,true,2,20,49,0
1131010011,1439404800,false,2,32,65,0
0501110514,,false,0,0,5,2
1317040011,1439404808,false,2,0,8,0
1302050014,1439404793,true,1,0,64,0
1331040513,1439404807,false,1,5,24,0
0936050029,1439404800,false,1,0,7,0
0943030019,1439404800,true,0,0,0,0
1536030075,1439404800,false,0,0,2,0
1137010024,1439404800,false,0,0,19,0
0617060018,1439404808,false,0,0,47,2
1111060015,1439404807,false,0,0,18,0
1132070011,1439404807,false,1,0,112,3
0937010019,1439404809,false,0,0,10,0
1140010510,1439404808,false,0,0,27,0
1142100017,1439404808,false,1,0,96,1
1141310019,,false,1,0,47,0
1105050012,,false,0,0,15,0
1141090512,,false,1,0,16,0
0421040011,1439404823,false,0,0,34,2
1101100011,1439404980,false,4,0,22,0
