hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1429689601,false,0,0,30,2
1101020018,1429689600,false,0,0,3,2
0601160016,,true,6,0,32,0
1145010010,1429688940,false,0,0,9,0
1142120001,1429689602,false,2,0,49,0
1302050014,1429689599,false,1,0,38,0
1317040011,1429689602,false,1,0,8,0
0936060016,1429689508,false,2,0,2,0
1301200010,1429689600,false,3,0,21,2
0401180014,1429686307,true,4,1,85,3
1101150011,1429689000,false,0,4,30,0
1137010024,1429689594,false,0,0,28,1
1131050515,1429689543,false,0,0,2,0
0421040011,1429689603,true,1,0,39,2
0439010518,1429686310,false,1,0,10,0
1131010011,1429689600,false,7,26,44,1
0501110514,,false,3,0,7,4
1122010012,1429689427,false,0,0,19,0
0936050029,1429689600,false,1,0,1,0
1331040513,1429689602,false,2,0,19,2
1536030075,1429689600,false,1,0,8,0
0617060018,1429689603,false,0,0,55,0
0943030019,1429689600,false,6,0,16,0
1132070011,1429689602,true,4,30,128,3
1111060015,1429689602,false,0,0,28,1
1142100017,1429689602,false,4,0,124,1
0937010019,1429689605,false,0,0,15,0
1140010510,1429689602,false,0,0,8,0
0602030026,1429689300,false,0,0,44,0
1105050012,,false,0,0,0,0
1434020015,1429689560,false,0,0,1,0
1141090512,,true,0,3,18,0
1141310019,,false,0,0,31,0
1101100011,1429689720,false,3,39,39,0
