hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1434020015,1443009514,false,1,0,0,0
1317050017,1443009608,false,2,0,48,0
1131050515,1443009544,false,0,0,0,1
0439010518,1443006304,false,0,0,18,0
1101020018,1443009600,false,0,0,6,0
0601160016,,true,4,0,24,1
1317040011,1443009602,false,1,0,10,0
0936060016,1443009600,false,1,0,0,1
0602030026,1443009300,true,0,6,50,0
0401180014,1443006304,false,2,0,64,1
1101150011,1443009000,false,3,0,19,0
1301200010,1443009540,false,4,0,7,0
1142120001,1443009603,false,4,0,15,0
0936050029,1443009600,false,1,0,1,0
1131010011,1443009600,false,7,32,47,1
1122010012,1443009593,false,7,0,32,0
1137010024,1443009595,false,0,0,21,0
0617060018,1443009603,false,0,0,30,4
1536030075,1443009600,false,0,0,6,0
0501110514,,false,0,0,15,1
1331040513,1443009602,false,3,6,23,0
1111060015,1443009602,false,2,0,16,1
1132070011,1443009602,false,6,0,90,1
1140010510,1443009602,false,1,0,11,0
1142100017,1443009603,false,0,0,93,0
1145010010,1443009480,false,0,0,4,0
0937010019,1443009604,false,0,0,0,0
1302050014,1443009588,true,0,0,0,0
0421040011,1443009612,false,5,34,52,5
1141310019,,false,15,0,71,2
1141090512,,false,3,0,8,0
1105050012,,false,0,0,1,0
0943030019,1443009600,false,0,0,1,0
1101100011,1443009780,false,2,16,39,0
