hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1437846002,false,3,0,41,1
1434020015,1437845852,false,0,0,4,0
0601160016,,false,1,0,23,1
1101020018,1437847200,false,1,0,3,0
1131050515,1437845952,false,4,0,7,0
0401180014,1437843903,false,1,0,80,1
1145010010,1437844680,false,1,0,22,0
0936060016,1437846000,false,0,0,0,0
0439010518,1437843903,false,0,0,4,0
1101150011,1437845400,false,1,0,31,0
1131010011,1437846000,false,3,34,58,2
1122010012,1437845997,false,5,0,12,1
1142120001,1437846008,false,3,0,25,0
1301200010,1437845940,false,3,0,3,0
0602030026,1437845699,false,1,0,33,1
1317040011,1437846007,false,0,0,9,2
0501110514,,false,1,0,4,0
1302050014,1437845998,false,5,0,48,1
0936050029,1437846000,false,0,0,4,0
1536030075,1437846000,false,0,0,0,0
1331040513,1437846007,false,6,0,5,0
1137010024,1437846004,false,0,0,29,0
0617060018,1437846008,false,0,0,36,1
1111060015,1437846007,false,1,0,11,0
0421040011,1437846009,false,4,0,21,0
1132070011,1437846007,false,4,0,119,3
0937010019,1437846009,false,0,0,1,0
1140010510,1437846008,false,0,0,9,1
1142100017,1437846008,false,1,0,89,0
1105050012,,false,2,0,0,0
1141310019,,false,1,0,13,0
1141090512,,false,1,0,7,0
1101100011,1437846120,false,2,0,18,0
