hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1432974002,false,2,0,31,1
1131050515,1432973945,false,1,0,0,1
0439010518,1432973118,false,1,0,19,1
1101020018,1432974600,false,1,0,3,1
1101150011,1432973400,false,1,0,23,0
0601160016,,false,5,2,15,0
1142120001,1432974002,false,5,0,18,0
0936060016,1432973951,false,0,0,0,0
0401180014,1432973117,true,6,2,77,5
1145010010,1432973280,false,0,0,6,0
1302050014,1432973991,false,3,0,45,1
1317040011,1432974002,false,2,0,1,0
1122010012,1432973980,false,5,0,9,3
1434020015,1432973977,false,1,0,2,0
1301200010,1432973940,false,1,0,11,0
1536030075,1432974000,false,0,0,0,0
0936050029,1432974000,false,2,0,3,0
1137010024,1432973995,false,0,0,9,0
0617060018,1432974002,false,1,0,28,0
0501110514,,false,2,0,6,1
1131010011,1432974000,false,7,28,46,1
1331040513,1432974001,false,6,0,6,1
0421040011,1432974003,false,5,0,10,8
0943030019,1432974000,false,1,0,1,1
1132070011,1432974002,false,1,0,145,4
1111060015,1432974002,false,3,0,4,0
1142100017,1432974002,true,4,106,87,5
0602030026,1432973700,false,1,0,29,0
1140010510,1432974002,false,1,0,0,0
0937010019,1432974004,false,0,0,3,0
1141310019,,false,3,0,0,0
1105050012,,false,0,0,0,0
1101100011,1432974120,false,1,32,25,1
1141090512,,false,2,0,2,0
