hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1434859201,false,2,0,39,2
1131050515,1434859143,false,6,0,2,0
0601160016,,false,5,0,20,2
1101020018,1434859200,false,1,0,2,1
1101150011,1434858600,false,2,0,22,0
1434020015,1434859115,false,2,0,5,0
0936060016,1434859199,false,6,0,1,1
0439010518,1434855902,false,2,0,20,0
1142120001,1434859202,true,8,2,36,0
1145010010,1434858540,false,5,0,23,0
0401180014,1434855902,false,4,6,106,5
1317040011,1434859202,false,9,2,11,1
1301200010,1434859200,false,6,0,12,1
0501110514,,false,0,0,4,0
1131010011,1434859200,false,7,31,62,1
0936050029,1434859140,false,3,0,4,0
1536030075,1434859140,false,3,0,2,0
1137010024,1434859199,false,0,0,35,0
1331040513,1434859201,false,4,11,9,0
0617060018,1434859202,false,1,0,33,3
0943030019,1434859200,false,1,0,6,0
0421040011,1434859202,true,4,5,22,2
1131100010,1434859200,false,2,0,8,0
0602030026,1434858900,true,2,33,42,0
1302050014,1434859186,true,6,35,57,5
1132070011,1434859202,true,10,50,145,1
1142100017,1434859202,true,3,108,101,2
1111060015,1434859202,false,1,0,9,0
1140010510,1434859202,true,1,22,12,2
0937010019,1434859204,false,0,0,9,0
1122010012,1434859207,false,6,0,22,1
1105050012,,true,1,1,16,0
1141090512,,false,13,0,10,0
1141310019,,false,11,0,21,3
1101100011,1434859320,false,4,19,29,0
