hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1435642801,false,0,0,46,3
1131050515,1435642695,false,3,0,8,0
1101020018,1435644000,false,0,0,9,4
1142120001,1435642802,true,4,17,82,0
1145010010,1435641540,true,0,0,35,0
1101150011,1435642200,true,2,4,33,0
0936060016,1435642640,false,5,0,1,1
1434020015,1435642652,false,1,0,6,0
0601160016,,false,3,0,30,0
0401180014,1435640703,false,1,3,84,2
0439010518,1435640703,false,2,0,19,1
1302050014,1435642783,true,4,25,76,0
1137010024,1435642796,false,0,0,39,1
0936050029,1435642800,false,1,0,3,0
1301200010,1435642800,false,2,0,30,3
0617060018,1435642802,false,3,0,45,1
1536030075,1435642800,false,0,0,2,0
0421040011,1435642802,false,3,0,22,2
0943030019,1435642800,true,1,0,16,2
1131100010,1435642800,false,0,0,14,0
0501110514,,false,0,0,7,7
1131010011,1435642800,true,2,46,73,0
1331040513,1435642801,false,10,4,16,3
1142100017,1435642801,false,2,0,123,2
1111060015,1435642801,false,0,0,29,2
1132070011,1435642801,false,6,0,126,3
1140010510,1435642801,true,0,0,34,0
0937010019,1435642804,false,0,0,14,0
1317040011,1435642807,false,3,0,8,0
0602030026,1435642500,true,1,35,55,0
1141090512,,false,0,0,15,0
1105050012,,false,0,0,7,0
1141310019,,false,4,0,66,1
1122010012,1435642729,false,6,0,38,3
1101100011,1435642920,false,0,0,42,0
