hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1101020018,1433959200,false,0,0,7,3
0601160016,,false,1,0,32,0
1131050515,1433957944,false,0,0,11,0
1317050017,1433958002,false,1,0,61,2
1101150011,1433957400,false,2,2,29,0
0439010518,1433955913,false,0,0,18,0
1434020015,1433957853,false,0,0,10,0
1142120001,1433958001,false,2,0,62,0
0936060016,1433957906,false,3,0,1,0
0401180014,1433955912,true,4,20,136,6
1301200010,1433958000,false,2,0,24,2
1145010010,1433956740,false,1,0,34,0
1131010011,1433958000,true,3,33,74,0
1122010012,1433957978,false,3,0,18,2
1302050014,1433957986,true,1,36,100,0
0501110514,,false,2,0,6,4
1536030075,1433958000,false,2,0,4,0
0936050029,1433958000,false,0,0,2,1
1137010024,1433957994,false,0,0,33,0
1331040513,1433958001,false,0,1,21,0
0617060018,1433958002,false,1,0,46,2
1132070011,1433958001,true,8,11,193,2
0421040011,1433958003,true,1,0,30,3
1111060015,1433958001,false,2,0,22,0
1142100017,1433958001,true,0,93,137,0
0602030026,1433957700,true,2,30,53,0
1140010510,1433958001,false,0,0,23,0
0943030019,1433958000,false,2,0,11,0
1141310019,,false,5,0,45,0
1141090512,,false,0,0,24,0
1105050012,,false,0,0,17,0
0937010019,1433958009,false,0,0,5,0
1317040011,1433958011,false,2,0,4,0
1101100011,1433958120,false,2,0,36,0
