hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1430031602,false,1,0,42,3
1131050515,1430031544,false,3,0,1,0
0601160016,,false,2,0,14,0
1101020018,1430031600,false,2,0,6,5
0936060016,1430031445,false,6,0,0,0
1142120001,1430031602,false,6,0,42,0
1101150011,1430031000,true,5,16,39,0
0439010518,1430028306,false,0,0,14,0
1145010010,1430030940,false,3,0,23,0
1302050014,1430031606,false,4,0,32,1
0401180014,1430028306,false,4,5,88,6
1317040011,1430031602,false,1,0,8,0
1122010012,1430031560,false,1,0,18,1
1301200010,1430031540,false,3,0,14,0
1131010011,1430031600,false,7,31,45,1
1434020015,1430031551,false,7,0,0,0
0501110514,,false,2,0,3,1
0936050029,1430031600,false,0,0,2,0
1137010024,1430031601,false,0,0,26,1
1536030075,1430031600,false,1,0,4,0
1331040513,1430031602,false,3,0,7,0
0617060018,1430031602,false,5,0,36,0
0421040011,1430031603,false,6,2,12,2
0602030026,1430031300,true,1,4,48,0
0937010019,1430031603,false,0,0,5,0
0943030019,1430031600,false,1,0,7,0
1111060015,1430031602,false,1,0,21,0
1132070011,1430031602,true,2,36,156,6
1142100017,1430031603,false,5,0,110,5
1140010510,1430031602,false,3,0,7,0
1141090512,,false,3,0,3,0
1105050012,,false,0,0,0,0
1141310019,,false,5,0,14,0
1101100011,1430031780,false,3,56,40,1
