hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1437456002,false,1,0,37,1
1434020015,1437455975,false,0,0,0,0
1101020018,1437456600,false,1,0,16,2
0601160016,,false,5,0,23,0
1101150011,1437455400,false,4,15,29,0
1131050515,1437455948,false,1,0,2,1
0936060016,1437456000,false,1,0,2,0
1145010010,1437454080,false,0,0,21,0
1122010012,1437455748,false,8,0,22,2
1131010011,1437456000,false,3,27,55,2
1301200010,1437455940,false,2,0,24,0
1142120001,1437456008,true,1,11,64,0
1317040011,1437456008,false,1,0,13,1
1536030075,1437456000,false,0,0,9,0
0501110514,,false,1,0,11,1
0936050029,1437456000,false,0,0,0,0
0401180014,1437455102,true,2,10,71,7
0943030019,1437456000,true,2,0,1,1
1302050014,1437456004,true,5,16,67,0
1137010024,1437456002,false,0,0,26,0
0602030026,1437455703,true,3,31,44,0
0617060018,1437456009,false,0,0,40,4
0439010518,1437455102,false,2,0,18,1
1111060015,1437456008,false,3,0,16,0
1331040513,1437456008,false,3,0,7,2
0421040011,1437456009,true,1,14,43,8
1132070011,1437456009,true,1,28,145,3
0937010019,1437456010,false,0,0,12,0
1140010510,1437456009,false,1,0,17,1
1142100017,1437456009,false,0,0,106,8
1105050012,,false,0,0,9,0
1141090512,,false,3,0,10,0
1141310019,,false,2,0,41,0
1101100011,1437456120,false,3,0,27,1
