hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1317050017,1429868402,false,3,0,23,3
1131050515,1429868344,false,1,0,2,0
1101020018,1429869600,false,2,3,12,5
0601160016,,true,5,0,23,1
1101150011,1429867800,false,4,0,26,0
1142120001,1429868402,false,6,0,20,0
1434020015,1429868295,false,1,0,0,0
0439010518,1429866314,false,0,0,19,0
0936060016,1429868225,false,0,0,0,0
0401180014,1429866314,true,3,12,99,6
1145010010,1429867140,false,0,0,12,0
1302050014,1429868403,false,7,0,29,2
1122010012,1429868216,false,4,0,19,2
1317040011,1429868403,false,6,0,8,0
0936050029,1429868400,false,0,0,3,0
1131010011,1429868400,true,5,28,56,2
1536030075,1429868400,false,0,0,0,0
0501110514,,false,1,0,10,2
0617060018,1429868403,true,0,2,59,1
1331040513,1429868402,false,0,0,6,1
1301200010,1429868400,false,0,0,20,2
1137010024,1429868392,false,0,0,24,0
0421040011,1429868403,false,3,0,11,2
0943030019,1429868400,false,0,0,2,0
1132070011,1429868402,false,3,0,132,1
1111060015,1429868402,false,2,0,36,1
1142100017,1429868403,false,0,0,118,0
1140010510,1429868403,false,0,0,10,0
0937010019,1429868404,false,0,0,4,0
0602030026,1429868100,false,1,0,39,1
1141090512,,false,3,0,8,0
1141310019,,false,2,0,20,0
1105050012,,false,0,0,0,0
1101100011,1429868520,false,1,39,39,0
